Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Genres,Country,Language,Runtime,Genres,,,,,,,
Revenge of the Green Dragons,2014,18+,5.3,15%,1,0,0,0,0,"Action,Crime,Drama","Hong Kong,United States","English,Chinese",94,Action,Crime,Drama,,,,,
The Other Man,2008,18+,5.4,15%,0,1,1,0,0,"Drama,Mystery,Thriller","United Kingdom,United States",English,88,Drama,Mystery,Thriller,,,,,
Regression,2015,18+,5.7,15%,0,0,1,0,0,"Crime,Drama,Mystery,Thriller","Spain,Canada,United States",English,106,Crime,Drama,Mystery,Thriller,,,,
Swimfan,2002,13+,5.1,15%,0,0,1,0,0,"Drama,Thriller",United States,English,85,Drama,Thriller,,,,,,
Seven Days in Utopia,2011,all,6,15%,0,0,1,0,0,"Drama,Sport",United States,English,100,Drama,Sport,,,,,,
The Curse of Sleeping Beauty,2016,16+,4.2,15%,0,0,1,0,0,"Fantasy,Horror,Mystery,Thriller",United States,English,89,Fantasy,Horror,Mystery,Thriller,,,,
Rent-a-Cop,1987,18+,4.6,15%,0,0,1,0,0,"Action,Comedy,Crime,Thriller",United States,English,96,Action,Comedy,Crime,Thriller,,,,
The Space Between Us,2017,13+,6.4,16%,1,0,0,0,0,"Drama,Romance,Sci-Fi",United States,English,120,Drama,Romance,Sci-Fi,,,,,
The Cloverfield Paradox,2018,13+,5.5,16%,1,0,0,0,0,"Adventure,Drama,Horror,Mystery,Sci-Fi,Thriller",United States,"English,Mandarin,German",102,Adventure,Drama,Horror,Mystery,Sci-Fi,Thriller,,
Godzilla,1998,13+,5.4,16%,1,0,0,0,0,"Action,Adventure,Sci-Fi,Thriller","United States,Japan","English,Japanese",123,Action,Adventure,Sci-Fi,Thriller,,,,
Sinister 2,2015,18+,5.3,16%,1,0,0,0,0,"Horror,Mystery,Thriller","United States,United Kingdom,Canada",English,97,Horror,Mystery,Thriller,,,,,
Sex and the City 2,2010,18+,4.5,16%,1,0,0,0,0,"Comedy,Drama,Romance",United States,"English,Arabic",146,Comedy,Drama,Romance,,,,,
Friend Request,2016,18+,5.3,16%,1,0,1,0,0,"Horror,Mystery,Thriller",Germany,English,92,Horror,Mystery,Thriller,,,,,
Polar,2019,18+,6.3,16%,1,0,0,0,0,"Action,Crime,Drama,Thriller","Germany,United States","English,Russian",118,Action,Crime,Drama,Thriller,,,,
Mo' Money,1992,18+,5.5,16%,1,0,0,0,0,"Action,Comedy,Crime,Romance,Thriller",United States,English,89,Action,Comedy,Crime,Romance,Thriller,,,
The Titan,2018,18+,4.8,16%,1,0,0,0,0,"Drama,Mystery,Romance,Sci-Fi,Thriller","United Kingdom,Spain,United States,Germany",English,97,Drama,Mystery,Romance,Sci-Fi,Thriller,,,
A Glimpse Inside the Mind of Charles Swan III,2012,18+,4.8,16%,1,0,0,0,0,Comedy,United States,"English,Russian,Spanish",86,Comedy,,,,,,,
Serena,2014,18+,5.4,16%,0,1,1,0,0,"Drama,History,Romance","Czech Republic,France,United States",English,109,Drama,History,Romance,,,,,
Little Italy,2018,7+,5.7,16%,0,0,1,0,0,"Comedy,Romance","Canada,United States","English,Italian,Latin",102,Comedy,Romance,,,,,,
Eating Out,2004,18+,5.8,16%,0,0,1,0,0,"Comedy,Drama,Romance",United States,English,90,Comedy,Drama,Romance,,,,,
Left Behind,2000,13+,4.5,16%,0,0,1,0,0,"Action,Drama,Fantasy,Mystery,Thriller","United States,Canada",English,110,Action,Drama,Fantasy,Mystery,Thriller,,,
An American Affair,2008,18+,6.2,16%,0,0,1,0,0,Drama,United States,English,93,Drama,,,,,,,
The Fanatic,2019,18+,4.3,16%,0,0,1,0,0,"Crime,Thriller",United States,English,88,Crime,Thriller,,,,,,
Fled,1996,18+,5.4,16%,0,0,1,0,0,"Action,Adventure,Crime,Drama,Romance",United States,"English,Spanish",98,Action,Adventure,Crime,Drama,Romance,,,
Show Dogs,2018,7+,3.7,16%,0,0,1,0,0,"Adventure,Comedy,Family","United Kingdom,United States",English,92,Adventure,Comedy,Family,,,,,
Spinning Into Butter,2007,18+,4.3,16%,0,0,1,0,0,Drama,United States,English,86,Drama,,,,,,,
Underworld: Evolution,2006,18+,6.7,17%,1,0,0,0,0,"Action,Fantasy,Sci-Fi,Thriller","United States,Canada","English,French,Hungarian",106,Action,Fantasy,Sci-Fi,Thriller,,,,
After,2019,13+,5.4,17%,1,0,1,0,0,"Drama,Romance",United States,English,105,Drama,Romance,,,,,,
The Kissing Booth,2018,16+,6.1,17%,1,0,0,0,0,"Comedy,Romance","United Kingdom,United States",English,105,Comedy,Romance,,,,,,
The Last Summer,2019,16+,5.6,17%,1,0,1,0,0,Comedy,United States,English,109,Comedy,,,,,,,
USS Indianapolis: Men of Courage,2016,18+,5.2,17%,1,0,0,0,0,"Action,Drama,History,Thriller,War",United States,"English,Japanese",128,Action,Drama,History,Thriller,War,,,
How It Ends,2018,18+,5,17%,1,0,0,0,0,"Action,Adventure,Drama,Mystery,Sci-Fi,Thriller",United States,English,113,Action,Adventure,Drama,Mystery,Sci-Fi,Thriller,,
God Bless the Broken Road,2018,7+,5.5,17%,1,0,0,0,0,"Drama,Family,Romance",United States,English,111,Drama,Family,Romance,,,,,
I Don't Know How She Does It,2011,13+,4.9,17%,1,0,0,0,0,"Comedy,Romance",United States,English,89,Comedy,Romance,,,,,,
Monsters: Dark Continent,2014,18+,4.3,17%,1,0,0,0,0,"Action,Drama,Horror,Sci-Fi,Thriller,War",United Kingdom,English,119,Action,Drama,Horror,Sci-Fi,Thriller,War,,
The League of Extraordinary Gentlemen,2003,13+,5.8,17%,0,1,0,0,0,"Action,Adventure,Fantasy,Sci-Fi","United States,Germany,Czech Republic,United Kingdom","English,German,Italian",110,Action,Adventure,Fantasy,Sci-Fi,,,,
Acrimony,2018,18+,5.8,17%,0,1,1,0,0,"Drama,Romance,Thriller",United States,English,120,Drama,Romance,Thriller,,,,,
Legends of Oz: Dorothy's Return,2014,7+,5.1,17%,0,1,0,0,0,"Animation,Adventure,Family,Fantasy,Musical","United States,India",English,88,Animation,Adventure,Family,Fantasy,Musical,,,
Twice Born,2012,18+,7.4,17%,0,0,1,0,0,"Drama,Romance,War","Italy,Spain","English,Italian,Bosnian",127,Drama,Romance,War,,,,,
The Tower,2012,13+,6.6,17%,0,0,1,0,0,"Action,Drama",South Korea,"Korean,French",121,Action,Drama,,,,,,
Shivaay,2016,13+,6.2,17%,0,0,1,0,0,"Action,Adventure,Drama,Thriller",India,Hindi,153,Action,Adventure,Drama,Thriller,,,,
Brain Dead,1990,18+,6,17%,0,0,1,0,0,"Horror,Mystery,Sci-Fi,Thriller",United States,English,85,Horror,Mystery,Sci-Fi,Thriller,,,,
Tuff Turf,1985,18+,6.2,17%,0,0,1,0,0,"Action,Comedy,Drama",United States,English,112,Action,Comedy,Drama,,,,,
Leviathan,1989,18+,5.8,17%,0,0,1,0,0,"Adventure,Horror,Mystery,Sci-Fi,Thriller","United States,Italy",English,98,Adventure,Horror,Mystery,Sci-Fi,Thriller,,,
Friends,1971,18+,6.6,17%,0,0,1,0,0,"Comedy,Romance",United States,"English,Dutch,Italian,French",22,Comedy,Romance,,,,,,
Walt Before Mickey,2015,all,5.9,17%,0,0,1,0,0,"Biography,Drama",United States,"English,Spanish",107,Biography,Drama,,,,,,
Air,2015,13+,5.1,17%,0,0,1,0,0,"Drama,Sci-Fi,Thriller",United States,English,95,Drama,Sci-Fi,Thriller,,,,,
Three and Out,2008,18+,6.2,17%,0,0,1,0,0,"Comedy,Drama",United Kingdom,English,106,Comedy,Drama,,,,,,
The Passion of Darkly Noon,1995,18+,5.9,17%,0,0,1,0,0,"Drama,Mystery,Thriller","United Kingdom,Germany,Belgium",English,100,Drama,Mystery,Thriller,,,,,
Gacy,2003,18+,4.7,17%,0,0,1,0,0,"Biography,Crime,Drama,Horror,Thriller",United States,English,88,Biography,Crime,Drama,Horror,Thriller,,,
Wild Horses,2015,18+,4.8,17%,0,0,1,0,0,"Crime,Drama,Western",United States,English,100,Crime,Drama,Western,,,,,
"Sex, Death and Bowling",2015,18+,5.3,17%,0,0,1,0,0,"Comedy,Drama,Family",United States,English,92,Comedy,Drama,Family,,,,,
The Great War,2020,18+,3.6,17%,0,0,1,0,0,"Drama,War",United States,English,108,Drama,War,,,,,,
Bringing Up Bobby,2011,13+,5.1,17%,0,0,1,0,0,Comedy,"United States,Netherlands,United Kingdom",English,93,Comedy,,,,,,,
The Boogey Man,1980,18+,4.6,17%,0,0,1,0,0,Horror,United States,English,82,Horror,,,,,,,
Destiny Turns on the Radio,1995,18+,4.5,17%,0,0,1,0,0,"Crime,Comedy,Fantasy",United States,English,102,Crime,Comedy,Fantasy,,,,,
The Corpse Grinders,1971,18+,4,17%,0,0,1,0,0,"Comedy,Horror",United States,English,72,Comedy,Horror,,,,,,
Top Cat Begins,2015,7+,4.2,17%,0,0,1,0,0,"Animation,Family","Mexico,India,United States,Argentina,Spain","Spanish,English",89,Animation,Family,,,,,,
Howling III,1987,13+,3.4,17%,0,0,1,0,0,"Comedy,Horror",Australia,English,94,Comedy,Horror,,,,,,
The Amityville Curse,1990,18+,2.9,17%,0,0,1,0,0,Horror,Canada,English,91,Horror,,,,,,,
Clowntergeist,2017,18+,2.9,17%,0,0,1,0,0,"Crime,Horror,Thriller",United States,English,80,Crime,Horror,Thriller,,,,,
The Winner,1996,18+,4.8,17%,0,0,1,0,0,"Comedy,Crime,Thriller","United States,Australia",English,92,Comedy,Crime,Thriller,,,,,
"God, Sex & Apple Pie",1998,18+,4.3,17%,0,0,1,0,0,"Comedy,Drama,Romance",United States,English,97,Comedy,Drama,Romance,,,,,
The Santa Clause 3: The Escape Clause,2006,all,4.7,17%,0,0,0,1,0,"Adventure,Comedy,Family,Fantasy","United States,Canada",English,97,Adventure,Comedy,Family,Fantasy,,,,
Belle's Magical World,1998,all,5.4,17%,0,0,0,1,0,"Animation,Comedy,Family,Fantasy,Musical,Romance",United States,English,92,Animation,Comedy,Family,Fantasy,Musical,Romance,,
Tarzan & Jane,2002,all,5.4,17%,0,0,0,1,0,"Animation,Adventure,Family",United States,English,75,Animation,Adventure,Family,,,,,
The Million Dollar Duck,1971,all,5.9,17%,0,0,0,1,0,"Comedy,Family,Sci-Fi",United States,English,89,Comedy,Family,Sci-Fi,,,,,
George of the Jungle 2,2003,7+,3.3,17%,0,0,0,1,0,"Adventure,Comedy,Family","United States,Australia",English,87,Adventure,Comedy,Family,,,,,
Valentine's Day,2010,13+,5.7,18%,1,0,0,0,0,"Comedy,Romance",United States,"English,Spanish,Russian,Italian",125,Comedy,Romance,,,,,,
Cop Out,2010,18+,5.6,18%,1,0,0,0,0,"Action,Comedy,Crime,Thriller",United States,"English,Spanish",107,Action,Comedy,Crime,Thriller,,,,
Soul Plane,2004,18+,4.5,18%,1,0,1,0,0,Comedy,United States,"English,Spanish",86,Comedy,,,,,,,
Special Correspondents,2016,13+,5.8,18%,1,0,0,0,0,Comedy,"Canada,United Kingdom,United States","English,Spanish",101,Comedy,,,,,,,
The Bye Bye Man,2017,13+,4.2,18%,1,0,0,0,0,"Drama,Fantasy,Horror,Mystery,Thriller","United States,China",English,96,Drama,Fantasy,Horror,Mystery,Thriller,,,
All I Wish,2018,18+,5.1,18%,1,0,0,0,0,"Comedy,Drama,Romance",United States,English,94,Comedy,Drama,Romance,,,,,
Dance Flick,2009,13+,3.5,18%,1,0,1,0,0,"Action,Comedy,Music",United States,English,83,Action,Comedy,Music,,,,,
Monster Island,2017,7+,4.8,18%,1,0,1,0,0,"Action,Adventure,Sci-Fi",United States,English,89,Action,Adventure,Sci-Fi,,,,,
Death Wish,2018,18+,6.4,18%,0,1,1,0,0,"Action,Crime,Drama,Thriller","United States,Canada","English,Spanish",107,Action,Crime,Drama,Thriller,,,,
Righteous Kill,2008,18+,6,18%,0,1,0,0,0,"Crime,Drama,Mystery,Thriller",United States,"English,Spanish,Russian",101,Crime,Drama,Mystery,Thriller,,,,
Distorted,2018,18+,4.9,18%,0,1,0,0,0,"Crime,Mystery,Thriller",Canada,English,86,Crime,Mystery,Thriller,,,,,
And So It Goes,2014,13+,5.8,18%,0,1,0,0,0,"Comedy,Drama,Romance",United States,English,94,Comedy,Drama,Romance,,,,,
Absolutely Anything,2015,18+,6,18%,0,0,1,0,0,"Comedy,Sci-Fi",United Kingdom,"English,French",85,Comedy,Sci-Fi,,,,,,
Love the Coopers,2015,13+,5.8,18%,0,0,1,0,0,"Comedy,Fantasy,Romance",United States,English,107,Comedy,Fantasy,Romance,,,,,
Open Grave,2013,18+,6.2,18%,0,0,1,0,0,"Horror,Mystery,Thriller","United States,Hungary",English,102,Horror,Mystery,Thriller,,,,,
Meet the Mormons,2014,7+,6.9,18%,0,0,1,0,0,Documentary,United States,English,78,Documentary,,,,,,,
The Ultimate Life,2013,7+,5.8,18%,0,0,1,0,0,"Drama,Romance",United States,English,105,Drama,Romance,,,,,,
Transylvania 6-5000,1985,7+,5,18%,0,0,1,0,0,"Comedy,Fantasy,Horror","Yugoslavia,United States",English,93,Comedy,Fantasy,Horror,,,,,
Chapter 27,2007,18+,5.7,18%,0,0,1,0,0,"Biography,Crime,Drama,History","Canada,United States",English,84,Biography,Crime,Drama,History,,,,
Loverboy,2005,18+,5.4,18%,0,0,1,0,0,"Horror,Thriller",Canada,English,99,Horror,Thriller,,,,,,
Jinn,2014,13+,4.2,18%,0,0,1,0,0,"Fantasy,Horror,Thriller",United States,English,97,Fantasy,Horror,Thriller,,,,,
St George's Day,2012,18+,5.2,18%,0,0,1,0,0,"Action,Crime,Thriller",United Kingdom,English,109,Action,Crime,Thriller,,,,,
Mega Shark vs. Giant Octopus,2009,18+,2.5,18%,0,0,1,0,0,"Action,Adventure,Comedy,Horror,Sci-Fi,Thriller",United States,English,88,Action,Adventure,Comedy,Horror,Sci-Fi,Thriller,,
Kettle of Fish,2006,18+,5.1,18%,0,0,1,0,0,"Comedy,Romance",United States,English,97,Comedy,Romance,,,,,,
Jack,1996,13+,5.8,18%,0,0,0,1,0,"Horror,Mystery,Thriller",United States,English,122,Horror,Mystery,Thriller,,,,,
Camp Nowhere,1994,7+,6.1,18%,0,0,0,1,0,"Adventure,Comedy,Family",United States,English,96,Adventure,Comedy,Family,,,,,
Self/less,2015,13+,6.5,19%,1,0,0,0,0,"Action,Mystery,Sci-Fi,Thriller",United States,English,117,Action,Mystery,Sci-Fi,Thriller,,,,
Chernobyl Diaries,2012,18+,5,19%,1,0,0,0,0,"Horror,Mystery,Thriller",United States,"English,Ukrainian,Russian",86,Horror,Mystery,Thriller,,,,,
She Hate Me,2004,18+,5.3,19%,1,0,0,0,0,"Comedy,Drama",United States,"English,German,Spanish",138,Comedy,Drama,,,,,,
Visions,2015,18+,5.3,19%,1,0,0,0,0,"Drama,Horror,Mystery,Thriller",United States,"English,Spanish",82,Drama,Horror,Mystery,Thriller,,,,
Shark Night 3D,2011,13+,4,19%,1,0,0,0,0,"Horror,Thriller",United States,English,90,Horror,Thriller,,,,,,
Free Birds,2013,7+,5.9,19%,0,1,0,0,0,"Animation,Adventure,Comedy,Family,Sci-Fi",United States,English,91,Animation,Adventure,Comedy,Family,Sci-Fi,,,
Madea's Witness Protection,2012,13+,4.9,19%,0,1,1,0,0,"Comedy,Crime,Drama",United States,English,114,Comedy,Crime,Drama,,,,,
Texas Chainsaw 3D,2013,18+,4.8,19%,0,1,1,0,0,"Horror,Thriller",United States,English,92,Horror,Thriller,,,,,,
Legendary,2010,13+,6.2,19%,0,1,1,0,0,"Action,Adventure,Sci-Fi,Thriller","United Kingdom,China","English,Chinese",92,Action,Adventure,Sci-Fi,Thriller,,,,
Blind,2017,18+,5.8,19%,0,1,0,0,0,Drama,"Norway,Netherlands",Norwegian,96,Drama,,,,,,,
Shottas,2002,18+,6.2,19%,0,0,1,0,0,"Action,Crime,Drama","United States,Jamaica",English,95,Action,Crime,Drama,,,,,
The Jazz Singer,1980,7+,5.9,19%,0,0,1,0,0,"Drama,Music,Musical,Romance",United States,English,88,Drama,Music,Musical,Romance,,,,
Wish Upon,2017,13+,5,19%,0,0,1,0,0,"Drama,Fantasy,Horror,Mystery,Thriller","United States,Canada",English,90,Drama,Fantasy,Horror,Mystery,Thriller,,,
Love Stinks,1999,18+,5.8,19%,0,0,1,0,0,Comedy,United States,English,94,Comedy,,,,,,,
The Amateurs,2005,18+,6.3,19%,0,0,1,0,0,Comedy,"United States,Germany",English,96,Comedy,,,,,,,
The Last Sin Eater,2007,13+,5.6,19%,0,0,1,0,0,Drama,United States,English,117,Drama,,,,,,,
New Rose Hotel,1999,18+,5.1,19%,0,0,1,0,0,"Drama,Mystery,Sci-Fi",United States,"English,German,Japanese",93,Drama,Mystery,Sci-Fi,,,,,
The Haunting of Sharon Tate,2019,18+,2.8,19%,0,0,1,0,0,"Drama,Horror,Thriller","United States,Mexico",English,94,Drama,Horror,Thriller,,,,,
Innocence,2014,13+,4.6,19%,0,0,1,0,0,Drama,Turkey,Turkish,110,Drama,,,,,,,
Wannabes,2000,18+,5.7,19%,0,0,1,0,0,"Crime,Drama",United States,English,110,Crime,Drama,,,,,,
The Wild,2006,all,5.3,19%,0,0,0,1,0,"Action,Adventure,Drama,Thriller",United States,English,117,Action,Adventure,Drama,Thriller,,,,
Jungle 2 Jungle,1997,7+,5.2,19%,0,0,0,1,0,"Comedy,Family","United States,France",English,105,Comedy,Family,,,,,,
The Jungle Book 2,2003,all,5.4,19%,0,0,0,1,0,"Animation,Adventure,Family,Musical","United States,Australia",English,72,Animation,Adventure,Family,Musical,,,,
Resident Evil: Apocalypse,2004,18+,6.2,20%,1,0,0,0,0,"Action,Horror,Sci-Fi,Thriller","Germany,France,United Kingdom,Canada,United States",English,94,Action,Horror,Sci-Fi,Thriller,,,,
Transcendence,2014,13+,6.3,20%,1,0,0,0,0,"Action,Drama,Sci-Fi,Thriller","United Kingdom,China,United States",English,119,Action,Drama,Sci-Fi,Thriller,,,,
The Tourist,2010,13+,6,20%,1,0,0,0,0,"Action,Adventure,Crime,Mystery,Romance,Thriller","United States,France,Italy,United Kingdom","English,French,Italian,Russian,Spanish",103,Action,Adventure,Crime,Mystery,Romance,Thriller,,
The Vatican Tapes,2015,18+,4.9,20%,1,0,0,0,0,"Horror,Thriller",United States,"English,Aramaic",91,Horror,Thriller,,,,,,
Mute,2018,18+,5.4,20%,1,0,1,0,0,"Mystery,Sci-Fi,Thriller","United Kingdom,Germany","English,German",126,Mystery,Sci-Fi,Thriller,,,,,
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,13+,6.1,20%,1,0,0,0,0,"Action,Adventure,Drama,Fantasy","China,United States",English,96,Action,Adventure,Drama,Fantasy,,,,
Carrie,2002,18+,5.5,20%,1,0,0,0,0,Horror,United States,English,98,Horror,,,,,,,
Swearnet: The Movie,2014,18+,5.9,20%,1,0,0,0,0,Comedy,Canada,English,112,Comedy,,,,,,,
The Little Mermaid,2018,7+,4.2,20%,1,0,0,1,0,"Animation,Family,Fantasy,Musical,Romance",United States,"English,French",83,Animation,Family,Fantasy,Musical,Romance,,,
Perdida,2018,18+,5.6,20%,1,0,0,0,0,"Drama,Mystery,Thriller",United States,English,149,Drama,Mystery,Thriller,,,,,
Judy Moody and the Not Bummer Summer,2011,7+,4.2,20%,1,0,0,0,0,"Comedy,Family",United States,English,91,Comedy,Family,,,,,,
A Perfect Man,2013,18+,5.2,20%,1,0,0,0,0,"Drama,Romance",United States,English,95,Drama,Romance,,,,,,
Beneath The Leaves,2019,18+,4.5,20%,1,0,0,0,0,Thriller,United States,English,90,Thriller,,,,,,,
Friday the 13th: The Final Chapter,1984,18+,6,20%,0,1,1,0,0,"Horror,Thriller",United States,English,91,Horror,Thriller,,,,,,
Repentance,2014,18+,4.9,20%,0,1,0,0,0,"Drama,Horror,Thriller",United States,English,90,Drama,Horror,Thriller,,,,,
Serenity,2019,18+,5.3,20%,0,0,1,0,0,"Drama,Mystery,Thriller","United Kingdom,United States","English,French",106,Drama,Mystery,Thriller,,,,,
Disco Pigs,2001,18+,6.7,20%,0,0,1,0,0,"Crime,Drama,Romance",Ireland,English,93,Crime,Drama,Romance,,,,,
Rock-A-Doodle,1991,all,6.1,20%,0,0,1,0,0,"Animation,Adventure,Comedy,Family,Music","Ireland,United Kingdom,United States","Basque,Spanish,English",74,Animation,Adventure,Comedy,Family,Music,,,
Extinction,2015,18+,5.8,20%,0,0,1,0,0,"Action,Drama,Sci-Fi,Thriller",United States,English,95,Action,Drama,Sci-Fi,Thriller,,,,
Down to Earth,2001,13+,5.5,20%,0,0,1,0,0,"Comedy,Fantasy","Germany,Canada,Australia,United States",English,87,Comedy,Fantasy,,,,,,
Bad Ass,2012,18+,5.5,20%,0,0,1,0,0,"Action,Comedy,Crime,Drama",United States,English,90,Action,Comedy,Crime,Drama,,,,
Grave Encounters 2,2012,18+,5.1,20%,0,0,1,0,0,Horror,"Canada,United States",English,95,Horror,,,,,,,
Bruno,2000,13+,6.1,20%,0,0,1,0,0,Comedy,"United States,United Kingdom","English,German",81,Comedy,,,,,,,
The Adventurer: The Curse of the Midas Box,2013,7+,5.4,20%,0,0,1,0,0,"Adventure,Family,Fantasy","United Kingdom,Spain,Belgium",English,100,Adventure,Family,Fantasy,,,,,
Stark Raving Mad,2002,18+,6.4,20%,0,0,1,0,0,Comedy,United States,English,30,Comedy,,,,,,,
Blood Ransom,2014,18+,4.6,20%,0,0,1,0,0,"Fantasy,Romance,Thriller","United States,Philippines",English,101,Fantasy,Romance,Thriller,,,,,
All Summers End,2017,16+,6,20%,0,0,1,0,0,"Drama,Romance",United States,English,90,Drama,Romance,,,,,,
Class of Nuke 'Em High,1986,18+,5.7,20%,0,0,1,0,0,"Comedy,Horror,Sci-Fi,Thriller",United States,"English,German",85,Comedy,Horror,Sci-Fi,Thriller,,,,
Bank Chor,2017,7+,5.9,20%,0,0,1,0,0,"Action,Comedy,Thriller",India,Hindi,120,Action,Comedy,Thriller,,,,,
Arthur Newman,2012,18+,5.7,20%,0,0,1,0,0,Drama,United States,English,93,Drama,,,,,,,
Days of Darkness,2007,18+,3.9,20%,0,0,1,0,0,"Comedy,Drama,Fantasy","Canada,France","French,English",104,Comedy,Drama,Fantasy,,,,,
Scorched Earth,2018,18+,4.5,20%,0,0,1,0,0,"Action,Drama,Sci-Fi,Western","Canada,United States",English,96,Action,Drama,Sci-Fi,Western,,,,
Cottage Country,2013,16+,5.6,20%,0,0,1,0,0,"Comedy,Crime,Horror,Romance",Canada,English,91,Comedy,Crime,Horror,Romance,,,,
The Lookalike,2014,18+,5.4,20%,0,0,1,0,0,"Crime,Thriller",United States,English,100,Crime,Thriller,,,,,,
Shark Attack 3: Megalodon,2002,18+,2.9,20%,0,0,1,0,0,"Action,Adventure,Horror,Sci-Fi,Thriller","Israel,South Africa,United States",English,99,Action,Adventure,Horror,Sci-Fi,Thriller,,,
The Escape of Prisoner 614,2018,13+,4.6,20%,0,0,1,0,0,"Action,Adventure,Comedy,Crime",United States,English,97,Action,Adventure,Comedy,Crime,,,,
Bad Seed,2000,18+,5.5,20%,0,0,1,0,0,"Comedy,Drama,Romance",France,French,86,Comedy,Drama,Romance,,,,,
Surf Nazis Must Die,1987,18+,3.7,20%,0,0,1,0,0,"Action,Comedy,Drama,Horror",United States,English,83,Action,Comedy,Drama,Horror,,,,
MVP: Most Valuable Primate,2000,7+,4.1,20%,0,0,1,0,0,"Comedy,Family,Sport","Canada,United States",English,93,Comedy,Family,Sport,,,,,
Murders in the Rue Morgue,1971,13+,5.2,20%,0,0,1,0,0,"Crime,Horror,Mystery,Romance",United States,"English,Danish,German",61,Crime,Horror,Mystery,Romance,,,,
The Domino Principle,1977,18+,5.7,20%,0,0,1,0,0,"Drama,Thriller",United States,English,100,Drama,Thriller,,,,,,
Bailey's Billion$,2005,all,3.9,20%,0,0,1,0,0,"Comedy,Family",Canada,English,90,Comedy,Family,,,,,,
Dana Carvey: Squatting Monkeys Tell No Lies,2008,18+,7.2,20%,0,0,1,0,0,Comedy,United States,English,56,Comedy,,,,,,,
Savva. Heart of the Warrior,2015,7+,4.4,20%,0,0,1,0,0,"Animation,Adventure,Fantasy",Russia,Russian,85,Animation,Adventure,Fantasy,,,,,
Kansas,1988,18+,5.5,20%,0,0,1,0,0,"Crime,Drama,Romance,Thriller",United States,English,108,Crime,Drama,Romance,Thriller,,,,
Spirit Trap,2005,18+,4.4,20%,0,0,1,0,0,"Horror,Thriller",United Kingdom,English,91,Horror,Thriller,,,,,,
Club Life,2015,18+,4.8,20%,0,0,1,0,0,Drama,United States,English,87,Drama,,,,,,,
Stitch! The Movie,2003,all,6.2,20%,0,0,0,1,0,"Animation,Adventure,Comedy,Family,Sci-Fi",United States,"Hawaiian,English",60,Animation,Adventure,Comedy,Family,Sci-Fi,,,
The Fox and the Hound 2,2006,all,5.3,20%,0,0,0,1,0,"Animation,Adventure,Comedy,Family,Musical",United States,English,69,Animation,Adventure,Comedy,Family,Musical,,,
For Greater Glory: The True Story of Cristiada,2012,18+,6.6,21%,1,0,0,0,0,"Drama,History,War,Western",Mexico,"Spanish,English",145,Drama,History,War,Western,,,,
